text,keywords
"spectral computed tomography (ct) has the capability to resolve the energy levels of incident photons, which has the potential to distinguish different material compositions. although material decomposition methods based on x-ray attenuation characteristics have good performance in dual-energy ct imaging, there are some limitations in terms of image contrast and noise levels.","['spectral ct images via fully convolutional densenets', 'material decomposition', 'multi']"
"modeling in-vivo protein-dna binding is not only fundamental for further understanding of the regulatory mechanisms, but also a challenging task in computational biology. deep-learning based methods have succeed in modeling in-vivo protein-dna binding, but they often (1) follow the fully supervised learning framework and overlook the weakly supervised information of genomic sequences that a bound dna sequence may has multiple tfbs(s), and, (2) use one-hot encoding to encode dna sequences and ignore the dependencies among nucleotides. in this paper, we propose a weakly supervised framework, which combines multiple-instance learning with a hybrid deep neural network and uses k-mer encoding to transform dna sequences, for modeling in-vivo protein-dna binding. firstly, this framework segments sequences into multiple overlapping instances using a sliding window, and then encodes all instances into image-like inputs of high-order dependencies using k-mer encoding. secondly, it separately computes a score for all instances in the same bag using a hybrid deep neural network that integrates convolutional and recurrent neural networks. finally, it integrates the predicted values of all instances as the final prediction of this bag using the noisy-and method. the experimental results on in-vivo datasets demonstrate the superior performance of the proposed framework. in addition, we also explore the performance of the proposed framework when using k-mer encoding, and demonstrate the performance of the noisy-and method by comparing it with other fusion methods, and find that adding recurrent layers can improve the performance of the proposed framework.","['hybrid deep neural network', 'vivo protein', 'instance learning', 'dna binding', 'combining multiple', 'modeling']"
to evaluate the diagnostic performance of deep learning with a multichannel fusion three-dimensional convolutional neural network (mcf-3dcnn) in the differentiation of the pathologic grades of hepatocellular carcinoma (hcc) based on dynamic contrast-enhanced magnetic resonance images (dce-mr images).,"['hepatocellular carcinoma using mcf', 'pilot study', 'pathologic grade', 'noninvasive evaluation', '3dcnn']"
"we applied deep convolutional neural networks (cnns) to detect periodontal bone loss (pbl) on panoramic dental radiographs. we synthesized a set of 2001 image segments from panoramic radiographs. our reference test was the measured % of pbl. a deep feed-forward cnn was trained and validated via 10-times repeated group shuffling. model architectures and hyperparameters were tuned using grid search. the final model was a seven-layer deep neural network, parameterized by a total number of 4,299,651 weights. for comparison, six dentists assessed the image segments for pbl. averaged over 10 validation folds the mean (sd) classification accuracy of the cnn was 0.81 (0.02). mean (sd) sensitivity and specificity were 0.81 (0.04), 0.81 (0.05), respectively. the mean (sd) accuracy of the dentists was 0.76 (0.06), but the cnn was not statistically significant superior compared to the examiners (p\u2009=\u20090.067/t-test). mean sensitivity and specificity of the dentists was 0.92 (0.02) and 0.63 (0.14), respectively. a cnn trained on a limited amount of radiographic image segments showed at least similar discrimination ability as dentists for assessing pbl on panoramic radiographs. dentists' diagnostic efforts when using radiographs may be reduced by applying machine-learning based technologies.","['periodontal bone loss', 'radiographic detection', 'deep learning']"
"diagnosis and treatment guidance are aided by detecting relevant biomarkers in medical images. although supervised deep learning can perform accurate segmentation of pathological areas, it is limited by requiring a priori definitions of these regions, large-scale annotations, and a representative patient cohort in the training set. in contrast, anomaly detection is not limited to specific definitions of pathologies and allows for training on healthy samples without annotation. anomalous regions can then serve as candidates for biomarker discovery. knowledge about normal anatomical structure brings implicit information for detecting anomalies. we propose to take advantage of this property using bayesian deep learning, based on the assumption that epistemic uncertainties will correlate with anatomical deviations from a normal training set. a bayesian u-net is trained on a well-defined healthy environment using weak labels of healthy anatomy produced by existing methods. at test time, we capture epistemic uncertainty estimates of our model using monte carlo dropout. a novel post-processing technique is then applied to exploit these estimates and transfer their layered appearance to smooth blob-shaped segmentations of the anomalies. we experimentally validated this approach in retinal optical coherence tomography (oct) images, using weak labels of retinal layers. our method achieved a dice index of 0.789 in an independent anomaly test set of age-related macular degeneration (amd) cases. the resulting segmentations allowed very high accuracy for separating healthy and diseased cases with late wet amd, dry geographic atrophy (ga), diabetic macular edema (dme) and retinal vein occlusion (rvo). finally, we qualitatively observed that our approach can also detect other deviations in normal scans such as cut edge artifacts.","['exploiting epistemic uncertainty', 'retinal oct', 'anomaly detection', 'anatomy segmentation']"
"we propose brainnetcnn, a convolutional neural network (cnn) framework to predict clinical neurodevelopmental outcomes from brain networks. in contrast to the spatially local convolutions done in traditional image-based cnns, our brainnetcnn is composed of novel edge-to-edge, edge-to-node and node-to-graph convolutional filters that leverage the topological locality of structural brain networks. we apply the brainnetcnn framework to predict cognitive and motor developmental outcome scores from structural brain networks of infants born preterm. diffusion tensor images (dti) of preterm infants, acquired between 27 and 46 weeks gestational age, were used to construct a dataset of structural brain connectivity networks. we first demonstrate the predictive capabilities of brainnetcnn on synthetic phantom networks with simulated injury patterns and added noise. brainnetcnn outperforms a fully connected neural-network with the same number of model parameters on both phantoms with focal and diffuse injury patterns. we then apply our method to the task of joint prediction of bayley-iii cognitive and motor scores, assessed at 18 months of age, adjusted for prematurity. we show that our brainnetcnn framework outperforms a variety of other methods on the same data. furthermore, brainnetcnn is able to identify an infant's postmenstrual age to within about 2 weeks. finally, we explore the high-level features learned by brainnetcnn by visualizing the importance of each connection in the brain with respect to predicting the outcome scores. these findings are then discussed in the context of the anatomy and function of the developing preterm infant brain.","['towards predicting neurodevelopment', 'convolutional neural networks', 'brain networks', 'brainnetcnn']"
to elucidate the cognitive profiles of post-stroke vascular mild cognitive impairment (vamci) in comparison to mci of non-vascular etiology and cognitively normal healthy controls at a tertiary-care hospital in southern india.,"['stroke cognitive impairment', 'sectional comparison study', 'mild cognitive impairment', 'vascular etiology', 'vascular', 'post', 'non', 'cross']"
"machine learning-based approaches now outperform competing methods in most disciplines relevant to diagnostic radiology. image-guided procedures, however, have not yet benefited substantially from the advent of deep learning, in particular because images for procedural guidance are not archived and thus unavailable for learning, and even if they were available, annotations would be a severe challenge due to the vast amounts of data. in silico simulation of x-ray images from 3d ct is an interesting alternative to using true clinical radiographs since labeling is comparably easy and potentially readily available.","['based procedures via realistic simulation', 'enabling machine learning', 'image formation', 'x', 'ray']"
"malaria is a life-threatening disease caused by plasmodium parasites that infect the red blood cells (rbcs). manual identification and counting of parasitized cells in microscopic thick/thin-film blood examination remains the common, but burdensome method for disease diagnosis. its diagnostic accuracy is adversely impacted by inter/intra-observer variability, particularly in large-scale screening under resource-constrained settings.","['deep neural ensembles toward malaria parasite detection', 'blood smear images', 'performance evaluation', 'thin']"
"disease diagnosis is one of the major data mining questions by the clinicians. the current diagnosis models usually have a strong assumption that one patient has only one disease, i.e. a single-label data mining problem. but the patients, especially when at the late stages, may have more than one disease and require a multi-label diagnosis. the multi-label data mining is much more difficult than a single-label one, and very few algorithms have been developed for this situation. deep learning is a data mining algorithm with highly dense inner structure and has achieved many successful applications in the other areas. we propose a hypothesis that rectified-linear-unit-based deep learning algorithm may also be good at the clinical questions, by revising the last layer as a multi-label output. the proof-of-concept experimental data support the hypothesis, and the community may be interested in trying more applications.","['based deep learning', 'label data', 'biomedical multi', 'unit', 'rectified', 'linear']"
"we propose a deep boosting framework (dbf) for real-world image denoising by integrating the deep learning technique into the boosting algorithm. the dbf replaces conventional handcrafted boosting units by elaborate convolutional neural networks, which brings notable advantages in terms of both performance and speed. we design a lightweight dense dilated fusion network (ddfn) as an embodiment of the boosting unit, which addresses the vanishing of gradients during training due to the cascading of networks while promoting the efficiency of limited parameters. the capabilities of the proposed method are first validated on several representative simulation tasks including non-blind and blind gaussian denoising and jpeg image deblocking. we then focus on a practical scenario to tackle with the complex and challenging real-world noise. to facilitate leaning-based methods including ours, we build a new real-world image denoising (rid) dataset, which contains 200 pairs of high-resolution images with diverse scene content under various shooting conditions. moreover, we conduct comprehensive analysis on the domain shift issue for real-world denoising and propose an effective one-shot domain transfer scheme to address this issue. comprehensive experiments on widely used benchmarks demonstrate that the proposed method significantly surpasses existing methods on the task of real-world image denoising.","['world image denoising', 'deep boosting', 'real']"
"the evaluation of large amounts of digital image data is of growing importance for biology, including for the exploration and monitoring of marine habitats. however, only a tiny percentage of the image data collected is evaluated by marine biologists who manually interpret and annotate the image contents, which can be slow and laborious. in order to overcome the bottleneck in image annotation, two strategies are increasingly proposed: ""citizen science"" and ""machine learning"". in this study, we investigated how the combination of citizen science, to detect objects, and machine learning, to classify megafauna, could be used to automate annotation of underwater images. for this purpose, multiple large data sets of citizen science annotations with different degrees of common errors and inaccuracies observed in citizen science data were simulated by modifying ""gold standard"" annotations done by an experienced marine biologist. the parameters of the simulation were determined on the basis of two citizen science experiments. it allowed us to analyze the relationship between the outcome of a citizen science study and the quality of the classifications of a deep learning megafauna classifier. the results show great potential for combining citizen science with machine learning, provided that the participants are informed precisely about the annotation protocol. inaccuracies in the position of the annotation had the most substantial influence on the classification accuracy, whereas the size of the marking and false positive detections had a smaller influence.","['deep learning based classification', 'derived data quality', 'marine images', 'citizen science', 'impact']"
"machine learning enables computers to address problems by learning from data. deep learning is a type of machine learning that uses a hierarchical recombination of features to extract pertinent information and then learn the patterns represented in the data. over the last eight years, its abilities have increasingly been applied to a wide variety of chemical challenges, from improving computational chemistry to drug and materials design and even synthesis planning. this review aims to explain the concepts of deep learning to chemists from any background and follows this with an overview of the diverse applications demonstrated in the literature. we hope that this will empower the broader chemical community to engage with this burgeoning field and foster the growing movement of deep learning accelerated chemistry.","['deep learning', 'chemistry']"
"with only coarse labels, weakly supervised learning typically uses top-down attention maps generated by back-propagating gradients as priors for tasks such as object localization and semantic segmentation. while these attention maps are intuitive and informative explanations of deep neural network, there is no effective mechanism to manipulate the network attention during learning process. in this paper, we address three shortcomings of previous approaches in modeling such attention maps in one common framework. first, we make attention maps a natural and explicit component in the training pipeline such that they are end-to-end trainable. moreover, we provide self-guidance directly on these maps by exploring supervision from the network itself to improve them towards specific target tasks. lastly, we proposed a design to seamlessly bridge the gap between using weak and extra supervision if available. despite its simplicity, experiments on the semantic segmentation task demonstrate the effectiveness of our methods. besides, the proposed framework provides a way not only explaining the focus of the learner but also feeding back with direct guidance towards specific tasks. under mild assumptions our method can also be understood as a plug-in to existing convolutional neural networks to improve their generalization performance.",['guided attention inference network']
we propose a novel dual-domain convolutional neural network framework to improve structural information of routine 3\u202ft images. we introduce a parameter-efficient butterfly network that involves two complementary domains: a spatial domain and a frequency domain. the butterfly network allows the interaction of these two domains in learning the complex mapping from 3\u202ft to 7\u202ft images. we verified the efficacy of the dual-domain strategy and butterfly network using 3\u202ft and 7\u202ft image pairs. experimental results demonstrate that the proposed framework generates synthetic 7\u202ft-like images and achieves performance superior to state-of-the-art methods.,"['domain convolutional neural networks', 'improving structural information', 'u202ft mri', 'dual', '3']"
"a deep learning network called ""residual neural network"" (resnet) was used to decode raman spectra-encoded suspension arrays (sas). with narrow bandwidths and stable signals, raman spectra have ideal encoding properties. the different raman reporter molecules assembled micro-quartz pieces (mqps) were grafted with various biomolecule probes, which enabled simultaneous detection of numerous target analytes in a single sample. multiple types of mixed mqps were measured by raman spectroscopy and then decoded by resnet to acquire the type information of analytes. the good classification performance of resnet was verified by a t-distributed stochastic neighbor embedding (t-sne) diagram. compared with other machine learning models, these experiments showed that resnet was obviously superior in terms of classification stability and training convergence to different datasets. this method simplified the decoding process and the classification accuracy reached 100%.","['encoded suspension arrays using deep learning', 'raman spectra', 'accurate decoding', 'fast']"
"structure-based drug design is becoming an essential tool for faster and more cost-efficient lead discovery relative to the traditional method. genomic, proteomic, and structural studies have provided hundreds of new targets and opportunities for future drug discovery. this situation poses a major problem: the necessity to handle the ""big data"" generated by combinatorial chemistry. artificial intelligence (ai) and deep learning play a pivotal role in the analysis and systemization of larger data sets by statistical machine learning methods. advanced ai-based sophisticated machine learning tools have a significant impact on the drug discovery process including medicinal chemistry. in this review, we focus on the currently available methods and algorithms for structure-based drug design including virtual screening and de novo drug design, with a special emphasis on ai- and deep-learning-based methods used for drug discovery.","['based drug discovery paradigm', 'structure']"
"stem cell differentiation is guided by contact with the physical microenvironment, influence by both topography and mechanical properties of the matrix. in this study, the combined effect of substratum nano-topography and mechanical stiffness in directing mesenchymal stem cell (msc) chondrogenesis was investigated. three polyesters of varying stiffness were thermally imprinted to create nano-grating or pillar patterns of the same dimension. the surface of the nano-patterned substrate was coated with chondroitin sulfate (cs) to provide an even surface chemistry, with cell-adhesive and chondro-inductive properties, across all polymeric substrates. the surface characteristic, mechanical modulus, and degradation of the cs-coated patterned polymeric substrates were analyzed. the cell morphology adopted on the nano-topographic surfaces were accounted by f-actin distribution, and correlated to the cell proliferation and chondrogenic differentiation outcomes. results show that substratum stiffness and topographical cues affected msc morphology and aggregation, and influenced the phenotypic development at the earlier stage of chondrogenic differentiation. hyaline-like cartilage with middle/deep zone cartilage characteristics was generated on softer pillar surface, while on stiffer nano-pillar material mscs showed potential to generate constituents of hyaline/fibro/hypertrophic cartilage. fibro/superficial zone-like cartilage could be derived from nano-grating of softer stiffness, while stiffer nano-grating resulted in insignificant chondrogenesis. this study demonstrates the possibility of refining the phenotype of cartilage generated from mscs by manipulating surface topography and material stiffness.","['mesenchymal stem cells', 'surface topography', 'substrate stiffness', 'combined effect', 'chondrogenic differentiation']"
"numerous tasks at the core of statistics, learning and vision areas are specific cases of ill-posed inverse problems. recently, learning-based (e.g., deep) iterative methods have been empirically shown to be useful for these problems. nevertheless, integrating learnable structures into iterations is still a laborious process, which can only be guided by intuitions or empirical insights. moreover, there is a lack of rigorous analysis about the convergence behaviors of these reimplemented iterations, and thus the significance of such methods is a little bit vague. this paper moves beyond these limits and proposes flexible iterative modularization algorithm (fima), a generic and provable paradigm for nonconvex inverse problems. our theoretical analysis reveals that fima allows us to generate globally convergent trajectories for learning-based iterative methods. meanwhile, the devised scheduling policies on flexible modules should also be beneficial for classical numerical methods in the nonconvex scenario. extensive experiments on real applications verify the superiority of fima.","['nonconvex inverse problems', 'based iterative methods', 'learning', 'convergence']"
"identification of drug combinations that could be effective in alzheimer's disease treatment is made difficult by the sheer number of possible combinations. this analysis identifies as potentially therapeutic those drug combinations that rank highest when their efficacy is determined jointly from two independent data sources. estimates of the efficacy of the same drug combinations were derived from a clinical dataset on cognitively impaired elderly participants and from pre-clinical data, in the form of a computational model of neuroinflammation. linear regression was used to show that the two sets of estimates were correlated, and to rule out confounds. the ten highest ranking, jointly determined drug combinations most frequently consisted of cox2 inhibitors and aspirin, along with various antihypertensive medications. ten combinations of from five to nine drugs, and the three-drug combination of a cox2 inhibitor, aspirin, and a calcium-channel blocker, are discussed as candidates for consideration in future pre-clinical and clinical studies.","['drug combinations predicted', 'drug combinations', 'computational model', 'cognitive benefits', 'clinical database', 'exploring', 'efficacies', 'correlation']"
"the human genome consists of 98.5% non-coding dna sequences, and most of them have no known function. however, a majority of disease-associated variants lie in these regions. therefore, it is critical to predict the function of non-coding dna. hence, we propose the ncnet, which integrates deep residual learning and sequence-to-sequence learning networks, to predict the transcription factor (tf) binding sites, which can then be used to predict non-coding functions. in ncnet, deep residual learning networks are used to enhance the identification rate of regulatory patterns of motifs, so that the sequence-to-sequence learning network may make the most out of the sequential dependency between the patterns. with the identity shortcut technique and deep architectures of the networks, ncnet achieves significant improvement compared to the original hybrid model in identifying regulatory markers.","['deep learning network models', 'predicting function', 'coding dna', 'non', 'ncnet']"
"we paired existing land use regression (lur) models for ambient ultrafine particles in montreal and toronto, canada with satellite images and deep convolutional neural networks as a means of extending the spatial coverage of these models. our findings demonstrate that this method can be used to expand the spatial scale of lur models, thus providing exposure estimates for larger populations. the cost of this approach is a small loss in precision as the training data are themselves modelled values.","['ambient ultrafine particles using satellite images', 'land use regression models', 'deep convolutional neural networks', 'spatial scale', 'extending']"
"a deeply supervised attention-enabled boosted convolutional neural network (dab-cnn) is presented as a superior alternative to current state-of-the-art convolutional neural networks (cnns) for semantic ct segmentation. spatial attention gates (ags) were incorporated into a novel 3d cascaded cnn framework to prioritize relevant anatomy and suppress redundancies within the network. due to the complexity and size of the network, incremental channel boosting was used to decrease memory usage and facilitate model convergence. deep supervision was used to encourage semantically meaningful deep features and mitigate local minima traps during training. the accuracy of dab-cnn is compared to seven architectures: a variation of u-net (unet), attention-enabled u-net (a-unet), boosted u-net (b-unet), deeply-supervised u-net (d-unet), u-net with resnext blocks (resnext), life-long learning segmentation cnn (ll-cnn), and deeply supervised attention-enabled u-net (da-unet). the accuracy of each method was assessed based on dice score compared to manually delineated contours as the gold standard. one hundred and twenty patients who had definitive prostate radiotherapy were used in this study. training, validation, and testing followed kaggle competition rules, with 80 patients used for training, 20 patients used for internal validation, and 20 test patients used to report final accuracies. comparator p\u200a-values indicate that dab-cnn achieved significantly superior dice scores than all alternative algorithms for the prostate, rectum, and penile bulb. this study demonstrated that attention-enabled boosted convolutional neural networks (cnns) using deep supervision are capable of achieving superior prediction accuracy compared to current state-of-the-art automatic segmentation methods.","['semantic ct segmentation using deep supervision', 'enabled 3d boosted convolutional neural networks', 'attention']"
"protein-protein interactions (ppis) play an important role in the life activities of organisms. with the availability of large amounts of protein sequence data, ppis prediction methods have attracted increasing attention. a variety of protein sequence coding methods have emerged, but the training of these methods is particularly time consuming. to solve this issue, we have proposed a novel matrix sequence coding method. based on deep neural network (dnn) and a novel matrix protein sequence descriptor, we constructed a protein interaction prediction model for predicting ppis. when performed on human ppis data, the method achieved an accuracy of 94.34%, a recall of 98.28%, an area under the curve (auc) of 97.79% and a loss of 23.25%. a non-redundant dataset was used to evaluate this prediction model, and the prediction accuracy is 88.29%. these results indicate that the matrix of sequence (mos) descriptor can enhance the predictive power of ppis and reduce training time, which can be a useful complement for future proteomics research. the experimental code and experimental results can be found at https://github.com/smalltalkman/hppi-tensorflow.","['amino acid sequences', 'sequence descriptors', 'protein interactions', 'predicting protein', 'novel matrix']"
"recently, machine learning, especially deep learning, has been a core algorithm to be widely used in many fields such as natural language processing, speech recognition, object recognition, and so on. at the same time, another trend is that more and more applications are moved to wearable and mobile devices. however, traditional deep learning methods such as convolutional neural network (cnn) and its variants consume a lot of memory resources. in this case, these powerful deep learning methods are difficult to apply on mobile memory-limited platforms. in order to solve this problem, we present a novel memory-management strategy called mmcnn in this paper. with the help of this method, we can easily deploy a trained large-size cnn on any memory size platform such as gpu, fpga, or memory-limited mobile devices. in our experiments, we run a feed-forward cnn process in some extremely small memory sizes (as low as 5\u2009mb) on a gpu platform. the result shows that our method saves more than 98% memory compared to a traditional cnn algorithm and further saves more than 90% compared to the state-of-the-art related work ""vdnns"" (virtualized deep neural networks). our work in this paper improves the computing scalability of lightweight applications and breaks the memory bottleneck of using deep learning method on memory-limited devices.","['large convolutional neural network', 'scheduling strategy', 'limited devices', 'novel memory', 'memory']"
to investigate the performance of deep learning (dl) based on fully convolutional neural network (fcnn) in segmenting brain tissues in a large cohort of multiple sclerosis (ms) patients.,"['multiple sclerosis using fully convolutional neural networks', 'scale study', 'lesion segmentation', 'large', 'brain']"
"influenza is one of the main causes of death, not only in the usa but worldwide. its significant economic and public health impacts necessitate development of accurate and efficient algorithms for forecasting of any upcoming influenza outbreaks. most currently available methods for influenza prediction are based on parametric time series and regression models that impose restrictive and often unverifiable assumptions on the data. in turn, more flexible machine learning models and, particularly, deep learning tools whose utility is proven in a wide range of disciplines, remain largely under-explored in epidemiological forecasting. we study the seasonal influenza in dallas county by evaluating the forecasting ability of deep learning with feedforward neural networks as well as performance of more conventional statistical models, such as beta regression, autoregressive integrated moving average (arima), least absolute shrinkage and selection operators (lasso), and non-parametric multivariate adaptive regression splines (mars) models for one week and two weeks ahead forecasting. furthermore, we assess forecasting utility of google search queries and meteorological data as exogenous predictors of influenza activity. finally, we develop a probabilistic forecasting of influenza in dallas county by fusing all the considered models using bayesian model averaging.","['statistical model fusion', 'probabilistic forecasting', 'deep learning', 'dallas county', 'usa', 'texas', 'power', 'influenza', 'complementing']"
"the dental disease is a common disease for a human. screening and visual diagnosis that are currently performed in clinics possibly cost a lot in various manners. along with the progress of the internet of things (iot) and artificial intelligence, the internet-based intelligent system have shown great potential in applying home-based healthcare. therefore, a smart dental health-iot system based on intelligent hardware, deep learning, and mobile terminal is proposed in this paper, aiming at exploring the feasibility of its application on in-home dental healthcare. moreover, a smart dental device is designed and developed in this study to perform the image acquisition of teeth. based on the data set of 12\xa0600 clinical images collected by the proposed device from 10 private dental clinics, an automatic diagnosis model trained by mask r-cnn is developed for the detection and classification of 7 different dental diseases including decayed tooth, dental plaque, uorosis, and periodontal disease, with the diagnosis accuracy of them reaching up to 90%, along with high sensitivity and high specificity. following the one-month test in ten clinics, compared with that last month when the platform was not used, the mean diagnosis time reduces by 37.5% for each patient, helping explain the increase in the number of treated patients by 18.4%. furthermore, application software (apps) on mobile terminal for client side and for dentist side are implemented to provide service of pre-examination, consultation, appointment, and evaluation.","['smart dental health', 'iot platform based', 'mobile terminal', 'intelligent hardware', 'deep learning']"
"we have attempted to reproduce the results in development and validation of a deep learning algorithm for detection of diabetic retinopathy in retinal fundus photographs, published in jama 2016; 316(22), using publicly available data sets. we re-implemented the main method in the original study since the source code is not available. the original study used non-public fundus images from eyepacs and three hospitals in india for training. we used a different eyepacs data set from kaggle. the original study used the benchmark data set messidor-2 to evaluate the algorithm's performance. we used another distribution of the messidor-2 data set, since the original data set is no longer available. in the original study, ophthalmologists re-graded all images for diabetic retinopathy, macular edema, and image gradability. we have one diabetic retinopathy grade per image for our data sets, and we assessed image gradability ourselves. we were not able to reproduce the original study's results with publicly available data. our algorithm's area under the receiver operating characteristic curve (auc) of 0.951 (95% ci, 0.947-0.956) on the kaggle eyepacs test set and 0.853 (95% ci, 0.835-0.871) on messidor-2 did not come close to the reported auc of 0.99 on both test sets in the original study. this may be caused by the use of a single grade per image, or different data. this study shows the challenges of reproducing deep learning method results, and the need for more replication and reproduction studies to validate deep learning methods, especially for medical image analysis. our source code and instructions are available at: https://github.com/mikevoets/jama16-retina-replication.","['reproduction study using public data', 'retinal fundus photographs', 'deep learning algorithm', 'diabetic retinopathy', 'validation', 'development', 'detection']"
"skeletal bone age assessment is a common clinical practice to investigate endocrinology, genetic and growth disorders in children. it is generally performed by radiological examination of the left hand by using either the greulich and pyle (g&p) method or the tanner-whitehouse (tw) one. however, both clinical procedures show several limitations, from the examination effort of radiologists to (most importantly) significant intra- and inter-operator variability. to address these problems, several automated approaches (especially relying on the tw method) have been proposed; nevertheless, none of them has been proved able to generalize to different races, age ranges and genders. in this paper, we propose and test several deep learning approaches to assess skeletal bone age automatically; the results showed an average discrepancy between manual and automatic evaluation of about 0.8 years, which is state-of-the-art performance. furthermore, this is the first automated skeletal bone age assessment work tested on a public dataset and for all age ranges, races and genders, for which the source code is available, thus representing an exhaustive baseline for future research in the field. beside the specific application scenario, this paper aims at providing answers to more general questions about deep learning on medical images: from the comparison between deep-learned features and manually-crafted ones, to the usage of deep-learning methods trained on general imagery for medical problems, to how to train a cnn with few images.","['automated skeletal bone age assessment', 'ray images', 'deep learning', 'x']"
"image/video processing for fruit detection in the tree using hard-coded feature extraction algorithms has shown high accuracy on fruit detection during recent years. while accurate, these approaches even with high-end hardware are still computationally intensive and too slow for real-time systems. this paper details the use of deep convolution neural networks architecture based on single-stage detectors. using deep-learning techniques eliminates the need for hard-code specific features for specific fruit shapes, color and/or other attributes. this architecture takes the input image and divides into axa grid, where a is a configurable hyper-parameter that defines the fineness of the grid. to each grid cell an image detection and localization algorithm is applied. each of those cells is responsible to predict bounding boxes and confidence score for fruit (apple and pear in the case of this study) detected in that cell. we want this confidence score to be high if a fruit exists in a cell, otherwise to be zero, if no fruit is in the cell. more than 100 images of apple and pear trees were taken. each tree image with approximately 50 fruits, that at the end resulted on more than 5000 images of apple and pear fruits each. labeling images for training consisted on manually specifying the bounding boxes for fruits, where (x, y) are the center coordinates of the box and (w, h) are width and height. this architecture showed an accuracy of more than 90% fruit detection. based on correlation between number of visible fruits, detected fruits on one frame and the real number of fruits on one tree, a model was created to accommodate this error rate. processing speed is higher than 20 fps which is fast enough for any grasping/harvesting robotic arm or other real-time applications.","['time fruit detection within', 'shot convolution neural networks', 'tree', 'single', 'real']"
"effective brain-computer interfaces (bcis) require that the time-varying activation patterns of 2-d neural ensembles be modelled. the cluster variation method (cvm) offers a means for the characterization of 2-d local pattern distributions. this paper provides neuroscientists and bci researchers with a cvm tutorial that will help them to understand how the cvm statistical thermodynamics formulation can model 2-d pattern distributions expressing structural and functional dynamics in the brain. the premise is that local-in-time free energy minimization works alongside neural connectivity adaptation, supporting the development and stabilization of consistent stimulus-specific responsive activation patterns. the equilibrium distribution of local patterns, or configuration variables, is defined in terms of a single interaction enthalpy parameter (h) for the case of an equiprobable distribution of bistate (neural/neural ensemble) units. thus, either one enthalpy parameter (or two, for the case of non-equiprobable distribution) yields equilibrium configuration variable values. modeling 2-d neural activation distribution patterns with the representational layer of a computational engine, we can thus correlate variational free energy minimization with specific configuration variable distributions. the cvm triplet configuration variables also map well to the notion of a m = 3 functional motif. this paper addresses the special case of an equiprobable unit distribution, for which an analytic solution can be found.","['cluster variation method', 'primer', 'neuroscientists']"
"individuals post-stroke sustain motor deficits years after the stroke. despite recent advancements in the applications of non-invasive brain stimulation techniques and deep brain stimulation in humans, there is a lack of evidence supporting their use for rehabilitation after brain lesions. non-invasive brain stimulation is already in use for treating motor deficits in individuals with parkinson's disease and post-stroke. deep brain stimulation has become an established treatment for individuals with movement disorders, such as parkinson's disease, essential tremor, epilepsy, cerebral palsy and dystonia. it has also been utilized for the treatment of tourette's syndrome, alzheimer's disease and neuropsychiatric conditions such as obsessive-compulsive disorder, major depression and anorexia nervosa. there exists growing scientific knowledge from animal studies supporting the use of deep brain stimulation to enhance motor recovery after brain damage. nevertheless, these results are currently not applicable to humans. this review details the current literature supporting the use of these techniques to enhance motor recovery, both from human and animal studies, aiming to encourage development in this domain.","['neuromodulation techniques optimally exploit cerebello', 'enhance motor learning post', 'cortical circuit properties', 'thalamo', 'stroke']"
"since the state-of-the-art deep learning algorithms demand a large training dataset, which is often unavailable in some domains, the transfer of knowledge from one domain to another has been a trending technique in the computer vision field. however, this method may not be a straight-forward task considering several issues such as original network size or large differences between the source and target domain. in this paper, we perform transfer learning for semantic segmentation of off-road driving environments using a pre-trained segmentation network called deconvnet. we explore and verify two important aspects regarding transfer learning. first, since the original network size was very large and did not perform well for our application, we proposed a smaller network, which we call the light-weight network. this light-weight network is half the size to the original deconvnet architecture. we transferred the knowledge from the pre-trained deconvnet to our light-weight network and fine-tuned it. second, we used synthetic datasets as the intermediate domain before training with the real-world off-road driving data. fine-tuning the model trained with the synthetic dataset that simulates the off-road driving environment provides more accurate results for the segmentation of real-world off-road driving environments than transfer learning without using a synthetic dataset does, as long as the synthetic dataset is generated considering real-world variations. we also explore the issue whereby the use of a too simple and/or too random synthetic dataset results in negative transfer. we consider the freiburg forest dataset as a real-world off-road driving dataset.","['road autonomous driving', 'transfer learning', 'semantic segmentation']"
